Tahun,Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Kesakitan,Stunting (%),IKP,IKP Ranking
2019,pasuruan - tosari,6,32,996,2982,3,1867,689,88,1394,3517,7401,39
2019,sidoarjo - tarik,5,75,769,2886,0,7827,1200,5,1185,3473,6211,385
2019,sidoarjo - prambon,4,119,769,2655,0,4464,200,10,1022,3473,5614,517
2019,sidoarjo - krembung,4,139,769,4088,1,4419,200,16,1487,3473,4925,573
2019,sidoarjo - porong,4,150,571,4636,0,5373,1200,16,1431,2580,5047,570
2019,sidoarjo - jabon,5,76,769,7209,0,4033,600,19,776,3473,6384,327
2019,sidoarjo - tanggulangin,4,150,639,4634,0,1340,612,6,1015,2887,5590,519
2019,sidoarjo - candi,4,150,619,3199,0,5423,200,22,681,2795,5084,565
2019,sidoarjo - sidoarjo,4,150,568,3924,0,4334,612,20,1248,2567,5156,562
2019,sidoarjo - tulangan,3,150,769,10000,0,5165,600,14,808,3473,4521,591
2019,sidoarjo - wonoayu,5,100,678,2773,0,5836,1200,16,1066,3062,6129,404
2019,sidoarjo - krian,4,150,769,1960,0,2519,1500,12,375,3473,5938,458
2019,sidoarjo - balongbendo,4,113,762,4281,0,2912,200,11,1430,3442,5697,506
2019,sidoarjo - taman,4,150,587,3348,0,3159,1200,8,1487,2653,5456,534
2019,sidoarjo - sukodono,4,121,568,3860,0,4388,612,20,1380,2567,5696,507
2019,sidoarjo - buduran,4,150,568,1533,0,3588,600,14,1051,2567,5532,525
2019,sidoarjo - gedangan,3,150,568,3637,0,10000,900,17,0,2567,4890,576
2019,sidoarjo - sedati,3,150,671,5346,0,6348,400,14,1125,3028,4630,587
2019,sidoarjo - waru,3,150,568,3753,0,6279,600,18,1351,2567,4839,578
2019,mojokerto - jatirejo,5,35,1258,3772,3,3677,1200,32,1517,3508,7071,95
2019,mojokerto - gondang,6,20,967,0,2,3002,604,40,0,2697,8422,1
2019,mojokerto - pacet,6,15,1110,3967,0,3642,600,38,1258,3096,7523,24
2019,mojokerto - trawas,5,25,1158,5965,1,4923,600,44,1225,3230,6941,136
2019,mojokerto - ngoro,5,50,930,6138,0,2292,604,26,943,2593,7180,75
2019,mojokerto - pungging,5,52,1015,4675,0,2938,604,30,1238,2830,6960,128
2019,mojokerto - kutorejo,5,28,1168,5606,0,3638,600,31,1096,3256,7166,77
2019,mojokerto - mojosari,4,80,1079,6939,0,4208,604,26,1665,3008,5820,477
2019,mojokerto - dlanggu,5,23,1113,4042,0,6593,600,36,947,3103,7044,101
2019,mojokerto - bangsal,4,61,1142,3221,0,7049,300,32,1676,3185,5880,465
2019,mojokerto - puri,5,44,1039,3877,0,6179,600,33,1276,2897,6654,228
2019,mojokerto - trowulan,5,53,1123,3721,16,5778,600,25,1362,3131,6429,315
2019,mojokerto - sooko,4,76,930,4199,0,7524,400,24,1582,2593,5726,498
2019,mojokerto - gedeg,3,150,1068,2244,0,7258,604,38,1280,2978,4432,594
2019,mojokerto - kemlagi,4,50,1005,4711,1,9071,600,29,1346,2801,6040,433
2019,mojokerto - jetis,4,65,1258,4553,0,5318,900,37,1463,3508,6084,421
2019,mojokerto - dawarblandong,5,19,1258,3725,3,6150,604,30,1286,3508,6958,129
2019,mojokerto - mojoanyar,4,58,957,6908,0,7371,604,35,1386,2669,5985,449
2019,jombang - perak,5,28,1085,4701,5,6172,1500,37,1581,3484,6918,144
2019,jombang - gudo,5,21,976,1633,0,9225,900,36,1348,3133,6866,160
2019,jombang - ngoro,5,31,945,2454,0,5167,1200,36,1397,3035,7313,51
2019,jombang - bareng,6,20,1125,3799,0,4022,600,35,1068,3612,7381,42
2019,jombang - wonosalam,5,21,1171,7332,8,4780,600,34,1032,3760,6968,122
2019,jombang - mojoagung,5,48,1107,5067,0,5172,600,34,1352,3556,6476,303
2019,jombang - mojowarno,5,24,1022,2877,1,10000,400,39,1269,3281,6436,312
2019,jombang - diwek,5,58,1120,2488,304,0,604,39,1188,3596,7185,74
2019,jombang - jombang,5,91,945,4960,22,1696,100,28,1360,3035,6172,394
2019,jombang - peterongan,5,37,945,5452,1,2586,581,30,1390,3035,7201,69
2019,jombang - sumobito,5,18,1122,5999,0,9130,600,32,1122,3603,6485,300
2019,jombang - kesamben,5,36,1279,5917,0,2819,581,31,1273,4106,6854,167
2019,jombang - tembelang,5,29,1082,5718,1,5745,1700,33,1085,3476,7148,82
2019,jombang - ploso,4,40,1025,5472,4,9413,581,33,1234,3290,6090,417
2019,jombang - plandaan,5,19,1279,2423,40,7728,1200,35,1231,4106,6902,148
2019,jombang - kabuh,5,17,1220,3634,1,4206,581,39,1425,3917,7192,70
2019,jombang - kudu,5,46,1171,6656,0,4466,581,35,1332,3760,6434,313
2019,jombang - bandarkedungmulyo,5,23,1171,2224,1,5456,1200,45,1212,3760,7270,56
2019,jombang - jogoroto,5,40,1183,4925,0,8356,581,45,1073,3799,6173,393
2019,jombang - megaluh,5,33,1203,4821,0,5165,581,39,1407,3864,6656,227
2019,jombang - ngusikan,5,24,1279,4975,8,7917,581,37,1568,4106,6278,365
2019,nganjuk - sawahan,5,12,1337,3477,6,8530,1700,96,224,4375,7149,80
2019,nganjuk - ngetos,5,12,1558,3304,12,6172,200,85,1283,5098,6491,292
2019,nganjuk - berbek,5,20,1437,5983,0,4206,600,94,1260,4701,6667,220
2019,nganjuk - loceret,4,17,1321,4280,3,10000,600,97,1301,4322,6072,427
2019,nganjuk - pace,5,15,1362,5164,7,7520,1400,90,1194,4455,6659,225
2019,nganjuk - prambon,5,27,1351,4005,0,4996,1700,82,1274,4419,6967,124
2019,nganjuk - ngronggot,5,26,1377,3776,1,3634,715,98,1229,4506,6885,150
2019,nganjuk - kertosono,4,63,1152,4916,2,8348,900,91,1378,3768,5590,520
2019,nganjuk - patianrowo,5,18,1489,3617,0,8057,715,88,1039,4871,6371,334
2019,nganjuk - baron,5,18,1271,844,1,7632,715,83,1258,4159,6794,184
2019,nganjuk - tanjunganom,4,28,1300,5809,0,9560,581,93,616,4254,6088,418
2019,nganjuk - sukomoro,5,20,1479,2355,0,6828,715,94,1385,4839,6485,299
2019,nganjuk - nganjuk,4,64,1152,2290,0,8370,800,88,1159,3768,5829,475
2019,nganjuk - bagor,4,38,1413,2971,2,7030,600,89,1370,4622,6086,420
2019,nganjuk - wilangan,5,16,1534,4581,82,6614,1000,87,1202,5018,6516,281
2019,nganjuk - rejoso,5,20,1294,4278,8,5609,715,92,1225,4234,6765,192
2019,nganjuk - gondang,5,18,1395,3521,0,6666,200,93,1057,4563,6522,278
2019,nganjuk - ngluyu,5,11,1221,1630,0,8335,1200,92,1029,3993,7031,103
2019,nganjuk - lengkong,4,34,1558,1189,1,8038,600,90,1254,5098,6050,432
2019,nganjuk - jatikalen,5,19,1312,1293,0,10000,900,88,1247,4292,6396,323
2019,madiun - kebon sari,5,22,1181,2952,6,10000,715,90,926,2727,6547,267
2019,madiun - dolopo,5,45,1315,2556,1,6269,715,76,1158,3038,6489,294
2019,madiun - geger,5,45,1132,2148,0,8279,1500,79,1346,2614,6522,279
2019,madiun - dagangan,5,35,1167,1540,0,6477,715,76,1215,2695,6863,162
2019,madiun - kare,4,25,1418,3382,1,10000,100,69,1180,3276,6015,442
2019,madiun - gemarang,5,27,1426,3274,94,7363,1200,73,1258,3293,6611,243
2019,madiun - wungu,5,31,1094,0,14,6620,100,74,1275,2526,6903,147
2019,madiun - madiun,5,25,1087,4286,10,10000,715,84,1334,2511,6335,349
2019,madiun - jiwan,4,47,1054,2688,14,9547,400,81,1309,2434,6039,434
2019,madiun - balerejo,5,15,1426,3972,0,7439,1200,79,1270,3293,6799,179
2019,madiun - mejayan,4,28,1218,4939,10,10000,300,79,1326,2813,6007,445
2019,madiun - saradan,5,26,1426,2661,7,4950,715,77,735,3293,7134,84
2019,madiun - pilangkenceng,5,23,1294,4365,0,5512,800,73,1380,2988,6879,154
2019,madiun - sawahan,5,24,1161,7120,1,8255,300,78,1115,2682,6316,357
2019,madiun - wonoasri,5,29,1054,1175,0,7053,1200,83,1439,2434,7051,99
2019,magetan - poncol,5,11,1397,3860,1,8697,759,47,1127,3475,6715,207
2019,magetan - parang,5,15,1397,1606,1,8394,1200,49,974,3475,7030,104
2019,magetan - lembeyan,5,21,1032,1076,0,8998,759,44,1327,2568,6932,138
2019,magetan - takeran,5,39,1142,1018,0,9193,100,46,1240,2840,6292,362
2019,magetan - kawedanan,5,45,1238,3244,0,8083,1200,42,1188,3079,6418,318
2019,magetan - magetan,5,64,1032,1543,0,9835,1700,47,1223,2568,6214,382
2019,magetan - plaosan,5,50,1264,2021,0,10000,1200,43,563,3146,6344,346
2019,magetan - panekan,6,18,1229,955,0,5423,900,38,1025,3056,7527,22
2019,magetan - sukomoro,5,50,1040,1079,0,7000,700,48,146,2587,7074,94
2019,magetan - bendo,4,64,1229,0,0,9402,900,33,961,3058,6120,409
2019,magetan - maospati,4,66,1165,5203,2,7814,1200,46,1331,2898,5901,463
2019,magetan - barat,5,27,1162,3913,1,7821,1200,57,1213,2890,6797,182
2019,magetan - karangrejo,6,34,1047,3777,6,1380,900,36,1244,2605,7685,12
2019,magetan - karas,5,25,1291,4542,1,4553,600,38,1472,3212,6933,137
2019,magetan - kartoharjo,5,16,1397,5543,0,5024,300,38,1104,3475,6941,135
2019,magetan - ngariboyo,5,23,1286,1795,0,9529,900,39,936,3199,6723,202
2019,magetan - nguntoronadi,5,25,1333,3860,0,10000,400,39,1304,3317,6151,397
2019,magetan - sidorejo,5,20,1397,1229,0,9463,300,43,1158,3475,6486,296
2019,ngawi - sine,4,23,1673,5647,0,9613,541,89,1218,3299,5864,468
2019,ngawi - ngrambe,5,16,1641,6087,0,2817,300,84,867,3235,7095,89
2019,ngawi - jogorogo,5,25,1377,5167,12,4392,541,88,1609,2716,6740,197
2019,ngawi - kendal,5,13,1769,9817,0,6799,900,83,1205,3488,6213,384
2019,ngawi - geneng,6,19,1308,6201,0,2068,300,79,914,2578,7421,37
2019,ngawi - kwadungan,5,17,1540,7139,1,2721,541,80,1175,3037,7045,100
2019,ngawi - karangjati,5,23,1563,2811,0,9617,1100,88,1284,3082,6298,359
2019,ngawi - padas,5,14,1769,7220,4,6009,900,90,1174,3488,6491,293
2019,ngawi - ngawi,5,45,1431,8960,0,4437,600,89,579,2821,6411,322
2019,ngawi - paron,5,16,1308,9558,0,2513,400,92,705,2578,7225,64
2019,ngawi - kedunggalar,5,15,1308,8485,1,6714,541,80,107,2578,7004,111
2019,ngawi - widodaren,5,18,1385,5934,0,5261,1200,82,1184,2731,7041,102
2019,ngawi - mantingan,5,14,1471,8767,11,4385,200,74,1301,2901,6666,221
2019,ngawi - pangkur,5,23,1615,6798,0,4444,600,88,995,3184,6705,209
2019,ngawi - bringin,5,16,1769,3702,1,7143,1700,84,1494,3488,6661,223
2019,ngawi - pitu,5,17,1532,4970,26,6828,900,84,1112,3020,6715,206
2019,ngawi - karanganyar,5,11,1661,5668,0,5545,364,85,1619,3276,6523,277
2019,ngawi - gerih,5,23,1445,3873,0,3202,541,83,1355,2849,7099,87
2019,ngawi - kasreman,5,20,1690,7803,5,5992,541,95,1250,3332,6264,371
2019,bojonegoro - ngraho,5,15,1740,5687,6,4170,200,102,2198,3988,6202,388
2019,bojonegoro - tambakrejo,5,19,1356,6724,600,2099,364,104,954,3109,7030,105
2019,bojonegoro - ngambon,5,21,1701,7323,4,2421,600,108,1787,3899,6511,284
2019,bojonegoro - ngasem,5,28,1710,7098,14,1769,392,105,1537,3921,6526,276
2019,bojonegoro - bubulan,5,20,1416,7672,0,5396,364,106,1444,3247,6390,325
2019,bojonegoro - dander,5,26,1530,7783,0,1854,392,109,1663,3508,6594,250
2019,bojonegoro - sugihwaras,4,29,1835,5645,1,5620,600,96,1702,4206,5940,456
2019,bojonegoro - kedungadem,5,24,1565,7125,0,3950,364,100,2000,3589,6235,378
2019,bojonegoro - kepohbaru,5,25,1741,4260,1,3910,364,98,1358,3992,6519,280
2019,bojonegoro - baureno,5,38,1432,6901,0,4493,392,100,1040,3284,6382,328
2019,bojonegoro - kanor,5,22,1478,5065,0,4090,1900,106,1245,3387,7188,73
2019,bojonegoro - sumberejo,5,25,1356,7698,2,2475,600,104,1066,3109,6991,112
2019,bojonegoro - balen,5,30,1505,4598,0,2178,900,104,1927,3450,6780,187
2019,bojonegoro - kapas,5,38,1632,6966,0,3051,392,104,1539,3742,6214,383
2019,bojonegoro - bojonegoro,3,150,1356,5366,1,6809,400,101,1502,3109,3785,605
2019,bojonegoro - kalitidu,5,12,1578,8451,0,7066,200,103,640,3618,6356,340
2019,bojonegoro - malo,5,19,1608,8006,30,2735,400,102,841,3687,6856,166
2019,bojonegoro - purwosari,5,20,1835,4949,12,2357,438,105,1353,4206,6719,205
2019,bojonegoro - padangan,5,34,1577,9183,2,0,438,99,1024,3616,6852,168
2019,bojonegoro - kasiman,4,31,1835,9241,0,5832,600,110,1178,4206,5773,489
2019,bojonegoro - temayang,4,29,1764,6287,246,6890,600,105,1762,4043,5648,513
2019,bojonegoro - margomulyo,4,15,1835,4565,125,5368,364,106,2079,4206,6074,425
2019,bojonegoro - trucuk,4,40,1764,5355,0,6836,392,99,1115,4044,5776,486
2019,bojonegoro - sukosewu,5,23,1679,4429,1,4544,100,92,1052,3849,6571,260
2019,bojonegoro - kedewan,5,23,1356,7826,0,4438,300,110,1317,3109,6541,271
2019,bojonegoro - gondang,5,17,1835,2267,0,5163,364,105,1893,4206,6346,345
2019,bojonegoro - sekar,5,12,1770,4429,0,6216,600,101,1571,4058,6375,330
2019,bojonegoro - gayam,4,28,1710,9400,0,4481,600,99,1342,3921,6097,414
2019,tuban - kenduruan,5,15,1813,7191,0,3551,600,119,685,3978,6787,185
2019,tuban - jatirogo,4,22,1614,4938,24,9134,600,116,1037,3541,6022,441
2019,tuban - bangilan,5,32,1973,4411,2,3188,1100,116,1473,4330,6416,320
2019,tuban - bancar,5,23,1612,5269,5,5226,800,119,1085,3538,6595,247
2019,tuban - senori,5,17,1934,2353,1,5953,600,121,1440,4244,6347,344
2019,tuban - tambakboyo,5,11,1973,6677,1,5544,438,128,1371,4330,6143,401
2019,tuban - singgahan,5,19,1857,0,0,6515,900,128,1323,4075,6576,256
2019,tuban - kerek,5,13,1458,9040,14,6829,900,116,767,3200,6573,259
2019,tuban - parengan,4,17,1867,7720,254,5323,438,124,1430,4097,5982,450
2019,tuban - montong,5,10,1799,8703,8,2423,438,121,1179,3949,6724,201
2019,tuban - soko,5,20,1838,8696,0,4705,600,128,805,4034,6320,354
2019,tuban - jenu,6,10,1463,10000,0,0,600,125,816,3211,7463,33
2019,tuban - merakurak,5,11,1701,6218,0,4711,438,123,1323,3734,6578,254
2019,tuban - rengel,5,20,1854,6659,0,0,600,129,1154,4068,7024,106
2019,tuban - semanding,5,28,1458,9148,0,3087,438,120,1303,3200,6485,298
2019,tuban - tuban,3,150,1458,4741,0,664,600,127,1274,3200,4759,583
2019,tuban - plumpang,5,26,1831,4754,0,3031,438,127,1332,4019,6496,290
2019,tuban - palang,5,29,1458,4237,0,6640,1000,127,1247,3200,6461,306
2019,tuban - widang,6,19,1594,5759,0,1740,438,120,388,3498,7350,47
2019,tuban - grabagan,5,10,1973,8035,251,3631,438,127,1014,4330,6419,317
2019,lamongan - sukorame,5,17,1842,5952,0,4822,700,100,104,5584,6735,199
2019,lamongan - bluluk,5,9,1835,5876,0,6328,438,101,1217,5563,6176,391
2019,lamongan - modo,5,13,1854,2298,1,4103,725,97,1822,5620,6546,268
2019,lamongan - ngimbang,5,16,1849,938,2,6813,1200,103,2021,5607,6210,386
2019,lamongan - babat,5,27,1423,1843,0,5307,400,99,1020,4313,6739,198
2019,lamongan - kedungpring,5,17,1666,882,0,6117,600,90,1529,5052,6545,269
2019,lamongan - brondong,5,25,1370,1166,0,8117,900,88,1484,4154,6456,307
2019,lamongan - laren,4,21,1569,2683,81,8652,200,89,1939,4757,5758,494
2019,lamongan - sekaran,5,15,1854,5104,2,4111,300,101,1179,5620,6393,324
2019,lamongan - maduran,4,19,1671,2566,1,8703,400,97,1608,5066,5870,467
2019,lamongan - sambeng,5,14,1854,1447,1,7304,600,93,1294,5620,6274,366
2019,lamongan - sugio,5,13,1509,1529,1,5914,700,102,1420,4574,6797,180
2019,lamongan - pucuk,5,22,1847,1350,0,5683,600,100,1488,5599,6292,361
2019,lamongan - paciran,5,22,1370,974,2,8035,1200,98,1516,4154,6582,252
2019,lamongan - solokuro,5,10,1835,1865,0,7709,1500,94,1140,5563,6597,246
2019,lamongan - mantup,5,16,1798,1802,0,6173,600,94,1471,5450,6358,339
2019,lamongan - sukodadi,5,18,1777,1302,0,4758,725,98,1114,5388,6762,194
2019,lamongan - karanggeneng,5,29,1370,2006,0,3909,1200,90,1024,4154,7189,72
2019,lamongan - kembangbahu,5,16,1598,1390,2,6851,1500,90,1692,4844,6670,218
2019,lamongan - kalitengah,4,43,1708,2612,0,6336,300,99,1482,5178,5734,497
2019,lamongan - turi,4,30,1598,4201,0,7449,300,92,1505,4845,5818,478
2019,lamongan - lamongan,5,39,1370,557,0,7302,1900,88,1633,4154,6564,262
2019,lamongan - tikung,5,18,1370,615,0,6877,320,98,1485,4154,6648,231
2019,lamongan - karangbinangun,5,24,1466,977,4,7536,1500,89,1300,4443,6720,203
2019,lamongan - deket,5,47,1498,521,3,4478,320,102,906,4541,6501,288
2019,lamongan - glagah,5,44,1460,975,14,5171,100,97,969,4428,6381,329
2019,lamongan - sarirejo,4,12,1638,2077,0,8243,320,98,1760,4965,6072,426
2019,gresik - dukun,5,22,1597,0,2,8999,1600,43,1060,3473,6885,151
2019,gresik - balongpanggang,5,20,1597,1260,0,9478,1200,47,899,3473,6700,212
2019,gresik - panceng,5,17,1500,0,0,10000,900,48,1029,3263,6729,200
2019,gresik - benjeng,5,22,1597,408,0,8285,1700,51,1183,3473,6924,142
2019,gresik - duduksampeyan,5,44,1263,628,0,8803,600,50,1226,2747,6360,338
2019,gresik - wringinanom,6,38,1435,1493,0,5639,1200,41,0,3120,7397,40
2019,gresik - ujungpangkah,5,38,1597,2613,3,7692,900,43,1173,3473,6321,352
2019,gresik - kedamean,5,21,1597,0,0,7572,1700,39,1275,3473,7060,97
2019,gresik - sidayu,4,74,1419,801,0,9657,900,47,974,3086,5668,509
2019,gresik - manyar,3,150,1180,886,0,8577,844,46,1147,2567,4417,596
2019,gresik - cerme,5,39,1246,1309,0,6393,600,45,1015,2711,6870,159
2019,gresik - bungah,4,88,1597,336,4,9489,600,39,1021,3473,5204,560
2019,gresik - menganti,4,61,1180,1018,1,10000,400,47,1372,2567,5776,485
2019,gresik - kebomas,3,150,1180,1657,0,8439,900,46,1347,2567,4319,599
2019,gresik - driyorejo,5,54,1180,1104,0,8205,844,42,690,2567,6577,255
2019,gresik - gresik,3,150,1180,1275,0,8235,600,37,1138,2567,4397,598
2019,gresik - sangkapura,4,69,1597,2200,0,7761,600,39,1325,3473,5580,521
2019,gresik - tambak,4,62,1597,1035,251,8153,600,53,886,3473,5826,476
2019,bangkalan - bangkalan,3,132,1967,1191,0,7831,600,54,1108,3673,4177,600
2019,bangkalan - socah,4,62,2386,1546,0,7774,1200,42,1115,4456,5410,538
2019,bangkalan - burneh,4,27,2285,1399,133,7970,200,55,1312,4267,5768,492
2019,bangkalan - kamal,4,58,1967,1176,0,7116,600,49,514,3673,6026,438
2019,bangkalan - arosbaya,4,38,2214,1879,60,7336,600,50,1203,4134,5838,473
2019,bangkalan - geger,4,30,2448,1810,890,2253,400,46,2600,4571,5747,495
2019,bangkalan - klampis,4,43,2418,4895,0,9082,900,51,1324,4516,5141,563
2019,bangkalan - sepulu,4,41,2396,3134,74,7672,1200,47,1700,4474,5472,532
2019,bangkalan - tanjung bumi,5,48,2320,3801,21,1083,400,48,1605,4332,6147,398
2019,bangkalan - kokop,5,37,2398,1059,815,3270,400,54,1122,4478,6132,402
2019,bangkalan - kwanyar,4,47,2299,647,39,7750,1200,55,1060,4292,5830,474
2019,bangkalan - labang,3,71,2507,0,123,10000,500,48,1218,4681,4625,589
2019,bangkalan - tanah merah,4,61,2397,1770,45,7348,1200,50,1112,4476,5447,535
2019,bangkalan - tragah,4,39,2656,1220,54,8384,200,64,1065,4960,5246,557
2019,bangkalan - blega,4,23,2481,2851,797,4779,600,49,1312,4633,5970,452
2019,bangkalan - modung,4,28,2438,2328,127,7958,844,49,1130,4553,5804,482
2019,bangkalan - konang,4,34,2436,791,1397,8753,844,49,1037,4548,5356,546
2019,bangkalan - galis,4,52,2388,3035,0,6615,900,52,1277,4459,5510,527
2019,sampang - sreseh,3,38,2553,8381,1,10000,600,163,1533,3926,4404,597
2019,sampang - torjun,4,31,2608,5580,0,6482,565,165,1241,4011,5323,552
2019,sampang - sampang,3,80,2292,6435,5,6835,600,163,1144,3525,4537,590
2019,sampang - camplong,3,50,2846,5483,0,8373,900,157,463,4376,4882,577
2019,sampang - omben,4,19,2861,4610,9,6858,600,159,1583,4400,5278,555
2019,sampang - kedungdung,4,29,3038,3482,20,7364,600,169,942,4672,5160,561
2019,sampang - jrengik,3,18,2778,6776,18,9564,600,157,1614,4271,4783,582
2019,sampang - tambelangan,4,25,2969,5072,0,6725,200,165,1205,4565,5076,566
2019,sampang - banyuates,4,35,2660,1943,13,6188,565,157,1399,4091,5490,531
2019,sampang - robatal,4,29,2701,4910,0,7401,900,164,227,4153,5699,504
2019,sampang - sokobanah,4,25,2912,2041,0,5227,300,162,759,4477,5779,484
2019,sampang - ketapang,3,34,2569,8088,0,8413,565,153,1306,3950,4832,580
2019,sampang - pangarengan,4,40,2292,826,0,5854,200,159,1572,3525,5632,515
2019,sampang - karangpenang,3,31,2974,5431,0,8914,600,161,1375,4572,4649,586
2019,pamekasan - tlanakan,3,66,1859,6392,0,8771,600,50,1224,4493,4910,575
2019,pamekasan - pademawu,4,40,1828,7059,0,6556,565,41,1091,4417,5807,481
2019,pamekasan - galis,4,68,1569,5881,0,3525,200,51,1577,3791,5705,503
2019,pamekasan - pamekasan,3,146,1569,5973,0,7100,1000,39,1382,3791,3927,604
2019,pamekasan - proppo,4,43,1844,4743,0,8032,900,47,1376,4456,5650,512
2019,pamekasan - palenggaan,4,40,2005,6487,0,9421,600,52,1168,4844,5212,559
2019,pamekasan - pegantenan,5,50,2019,5014,1,595,600,47,1347,4879,6373,332
2019,pamekasan - larangan,4,46,1938,3755,0,5053,400,42,914,4683,6080,424
2019,pamekasan - pakong,4,36,2065,4862,0,6115,600,29,1431,4991,5798,483
2019,pamekasan - waru,4,34,1990,5744,0,4496,565,42,1550,4809,6012,443
2019,pamekasan - batumarmar,4,24,1974,3131,0,7559,900,51,1333,4770,6104,412
2019,pamekasan - kadur,4,41,1938,6871,0,8315,565,47,1231,4683,5360,545
2019,pamekasan - pasean,4,22,1752,3784,0,10000,565,41,1336,4233,5877,466
2019,sumenep - kota sumenep,4,63,1796,4218,0,5572,400,131,1523,4457,5284,554
2019,sumenep - kalianget,2,150,2169,7720,0,10000,900,140,1384,5384,2441,606
2019,sumenep - manding,4,20,2115,5854,35,6769,500,140,1183,5249,5689,508
2019,sumenep - talango,3,33,2315,4322,0,9608,400,130,1455,5746,4833,579
2019,sumenep - bluto,4,47,2243,3807,2,7312,200,125,1403,5567,4969,572
2019,sumenep - saronggi,4,19,2293,2544,0,6681,1700,127,1530,5691,6053,431
2019,sumenep - lenteng,4,25,2413,0,0,6887,600,128,1280,5989,5774,488
2019,sumenep - giliginting,4,48,2198,5435,128,5320,565,131,1412,5456,5222,558
2019,sumenep - guluk-guluk,4,21,2205,3646,0,7457,639,131,1027,5472,5771,490
2019,sumenep - ganding,4,27,2325,3326,0,6016,600,126,1512,5769,5603,518
2019,sumenep - pragaan,4,65,2108,4925,0,5968,300,125,936,5232,5066,569
2019,sumenep - ambunten,4,40,2382,3846,0,4261,600,134,1053,5912,5667,510
2019,sumenep - pasongsongan,4,19,1949,4259,7,8301,1700,136,1364,4837,6026,439
2019,sumenep - dasuk,4,16,2243,5789,0,8727,600,124,1223,5567,5427,536
2019,sumenep - rubaru,4,16,2307,5608,0,10000,639,133,1478,5725,5069,567
2019,sumenep - batang batang,4,32,2180,6731,0,6837,600,125,874,5411,5509,528
2019,sumenep - batuputih,4,20,2057,4178,164,10000,200,134,1224,5106,5258,556
2019,sumenep - dungkek,4,31,1889,6230,528,10000,639,134,1440,4688,4980,571
2019,sumenep - gapura,4,21,2181,5193,3,7728,300,117,1536,5413,5383,540
2019,sumenep - gayam,4,16,2199,4509,127,6454,639,132,926,5458,5959,454
2019,sumenep - nonggunong,4,12,2047,5457,936,8649,800,126,1490,5080,5397,539
2019,sumenep - raas,4,33,2047,6591,134,5978,300,125,1486,5080,5380,541
2019,sumenep - masalembu,4,25,2153,4736,713,8241,600,129,995,5344,5342,549
2019,sumenep - arjasa,4,12,1839,7089,1543,10000,500,129,1682,4565,4923,574
2019,sumenep - sapeken,3,33,2370,5239,2553,6036,600,129,1775,5881,4444,593
2019,sumenep - batuan,4,13,1806,5943,2,8987,900,120,1508,4481,5809,479
2019,sumenep - kangayan,4,8,2262,3433,2212,6674,600,130,1234,5613,5378,542
2019,kota kediri - mojoroto,3,150,840,4656,0,8352,600,5,1454,2558,3808,59
2019,kota kediri - kota,3,150,849,3453,0,8427,1100,5,1619,2555,4099,56
2019,kota kediri - pesantren,3,150,850,4324,0,6494,600,5,1819,2559,3974,57
2019,kota blitar - kepanjenkidul,4,141,798,2041,0,6897,639,4,1568,1548,4997,40
2019,kota blitar - sukorejo,4,133,794,4713,1,7848,900,4,1303,1547,4736,45
2019,kota blitar - sananwetan,3,123,807,6074,0,6442,500,5,1454,1557,4460,53
2019,kota malang - blimbing,5,150,419,1200,0,8367,900,3,1588,2735,6291,10
2019,kota malang - klojen,5,150,418,3393,0,7674,900,6,1206,2746,6335,7
2019,kota malang - kedungkandang,3,150,410,6866,22,10000,600,3,1102,2740,4506,51
2019,kota malang - sukun,5,150,411,3906,0,7698,600,4,1372,2738,6049,13
2019,kota malang - lowokwaru,5,150,420,3219,0,8991,1500,3,1243,2738,6434,5
2019,kota probolinggo - kademangan,3,59,781,2165,0,8148,900,5,1309,3037,4609,48
